CHAPTER	O
I	O
THE	B-PER
STRANGE	I-PER
MAN	I-PER
'S	O
ARRIVAL	O
The	B-PER
stranger	I-PER
came	O
early	O
in	O
February	O
,	O
one	O
wintry	O
day	O
,	O
through	O
a	O
biting	O
wind	O
and	O
a	O
driving	O
snow	O
,	O
the	O
last	O
snowfall	O
of	O
the	O
year	O
,	O
over	O
the	O
down	O
,	O
walking	O
from	O
Bramblehurst	B-FAC
railway	I-FAC
station	I-FAC
,	O
and	O
carrying	O
a	O
little	O
black	O
portmanteau	O
in	O
his	O
thickly	O
gloved	O
hand	O
.	O

He	O
was	O
wrapped	O
up	O
from	O
head	O
to	O
foot	O
,	O
and	O
the	O
brim	O
of	O
his	O
soft	O
felt	O
hat	O
hid	O
every	O
inch	O
of	O
his	O
face	O
but	O
the	O
shiny	O
tip	O
of	O
his	O
nose	O
;	O
the	O
snow	O
had	O
piled	O
itself	O
against	O
his	O
shoulders	O
and	O
chest	O
,	O
and	O
added	O
a	O
white	O
crest	O
to	O
the	O
burden	O
he	O
carried	O
.	O

He	O
staggered	O
into	O
the	O
"	O
Coach	B-VEH
and	I-VEH
Horses	I-VEH
"	O
more	O
dead	O
than	O
alive	O
,	O
and	O
flung	O
his	O
portmanteau	O
down	O
.	O

"	O
A	O
fire	O
,	O
"	O
he	O
cried	O
,	O
"	O
in	O
the	O
name	O
of	O
human	O
charity	O
!	O

A	B-FAC
room	I-FAC
and	O
a	O
fire	O
!	O
"	O

He	O
stamped	O
and	O
shook	O
the	O
snow	O
from	O
off	O
himself	O
in	O
the	B-FAC
bar	I-FAC
,	O
and	O
followed	O
Mrs.	B-PER
Hall	I-PER
into	O
her	B-FAC
guest	I-FAC
parlour	I-FAC
to	O
strike	O
his	O
bargain	O
.	O

And	O
with	O
that	O
much	O
introduction	O
,	O
that	O
and	O
a	O
couple	O
of	O
sovereigns	O
flung	O
upon	O
the	O
table	O
,	O
he	O
took	O
up	O
his	O
quarters	O
in	O
the	B-FAC
inn	I-FAC
.	O

Mrs.	B-PER
Hall	I-PER
lit	O
the	O
fire	O
and	O
left	O
him	O
there	B-FAC
while	O
she	O
went	O
to	O
prepare	O
him	O
a	O
meal	O
with	O
her	O
own	O
hands	O
.	O

A	B-PER
guest	I-PER
to	I-PER
stop	I-PER
at	I-PER
Iping	I-PER
in	I-PER
the	I-PER
wintertime	I-PER
was	O
an	O
unheard-of	O
piece	O
of	O
luck	O
,	O
let	O
alone	O
a	B-PER
guest	I-PER
who	I-PER
was	I-PER
no	I-PER
"	I-PER
haggler	I-PER
,	O
"	O
and	O
she	O
was	O
resolved	O
to	O
show	O
herself	O
worthy	O
of	O
her	O
good	O
fortune	O
.	O

As	O
soon	O
as	O
the	O
bacon	O
was	O
well	O
under	O
way	O
,	O
and	O
Millie	B-PER
,	O
her	B-PER
lymphatic	I-PER
maid	I-PER
,	O
had	O
been	O
brisked	O
up	O
a	O
bit	O
by	O
a	O
few	O
deftly	O
chosen	O
expressions	O
of	O
contempt	O
,	O
she	O
carried	O
the	O
cloth	O
,	O
plates	O
,	O
and	O
glasses	O
into	O
the	B-FAC
parlour	I-FAC
and	O
began	O
to	O
lay	O
them	O
with	O
the	O
utmost	O
_	O
eclat	O
_	O
.	O

Although	O
the	O
fire	O
was	O
burning	O
up	O
briskly	O
,	O
she	O
was	O
surprised	O
to	O
see	O
that	O
her	B-PER
visitor	I-PER
still	O
wore	O
his	O
hat	O
and	O
coat	O
,	O
standing	O
with	O
his	O
back	O
to	O
her	O
and	O
staring	O
out	O
of	O
the	O
window	O
at	O
the	O
falling	O
snow	O
in	O
