PROLOGUE	O
IT	O
was	O
2	O
p.m.	O
on	O
the	O
afternoon	O
of	O
May	O
7	O
,	O
1915	O
.	O

The	B-VEH
_	I-VEH
Lusitania	I-VEH
_	I-VEH
had	O
been	O
struck	O
by	O
two	O
torpedoes	O
in	O
succession	O
and	O
was	O
sinking	O
rapidly	O
,	O
while	O
the	B-VEH
boats	I-VEH
were	O
being	O
launched	O
with	O
all	O
possible	O
speed	O
.	O

The	B-PER
women	I-PER
and	O
children	B-PER
were	O
being	O
lined	O
up	O
awaiting	O
their	O
turn	O
.	O

Some	O
still	O
clung	O
desperately	O
to	O
husbands	B-PER
and	O
fathers	B-PER
;	O
others	O
clutched	O
their	B-PER
children	I-PER
closely	O
to	O
their	O
breasts	O
.	O

One	B-PER
girl	I-PER
stood	O
alone	O
,	O
slightly	O
apart	O
from	O
the	O
rest	O
.	O

She	O
was	O
quite	O
young	O
,	O
not	O
more	O
than	O
eighteen	O
.	O

She	O
did	O
not	O
seem	O
afraid	O
,	O
and	O
her	O
grave	O
,	O
steadfast	O
eyes	O
looked	O
straight	O
ahead	O
.	O

“	O
I	O
beg	O
your	O
pardon	O
.	O
”	O

A	B-PER
man	I-PER
’s	O
voice	O
beside	O
her	O
made	O
her	O
start	O
and	O
turn	O
.	O

She	O
had	O
noticed	O
the	B-PER
speaker	I-PER
more	O
than	O
once	O
amongst	O
the	B-PER
first-class	I-PER
passengers	I-PER
.	O

There	O
had	O
been	O
a	O
hint	O
of	O
mystery	O
about	O
him	O
which	O
had	O
appealed	O
to	O
her	O
imagination	O
.	O

He	O
spoke	O
to	O
no	B-PER
one	I-PER
.	O

If	O
anyone	B-PER
spoke	O
to	O
him	O
he	O
was	O
quick	O
to	O
rebuff	O
the	O
overture	O
.	O

Also	O
he	O
had	O
a	O
nervous	O
way	O
of	O
looking	O
over	O
his	O
shoulder	O
with	O
a	O
swift	O
,	O
suspicious	O
glance	O
.	O

She	O
noticed	O
now	O
that	O
he	O
was	O
greatly	O
agitated	O
.	O

There	O
were	O
beads	O
of	O
perspiration	O
on	O
his	O
brow	O
.	O

He	O
was	O
evidently	O
in	O
a	O
state	O
of	O
overmastering	O
fear	O
.	O

And	O
yet	O
he	O
did	O
not	O
strike	O
her	O
as	O
the	B-PER
kind	I-PER
of	I-PER
man	I-PER
who	I-PER
would	I-PER
be	I-PER
afraid	I-PER
to	I-PER
meet	I-PER
death	I-PER
!	O

“	O
Yes	O
?	O
”	O

Her	O
grave	O
eyes	O
met	O
his	O
inquiringly	O
.	O

He	O
stood	O
looking	O
at	O
her	O
with	O
a	O
kind	O
of	O
desperate	O
irresolution	O
.	O

“	O
It	O
must	O
be	O
!	O
”	O
he	O
muttered	O
to	O
himself	O
.	O

“	O
Yes	O
--	O
it	O
is	O
the	O
only	O
way	O
.	O
”	O

Then	O
aloud	O
he	O
said	O
abruptly	O
:	O
“	O
You	O
are	O
an	B-PER
American	I-PER
?	O
”	O

“	O
Yes	O
.	O
”	O

“	O
A	B-PER
patriotic	I-PER
one	I-PER
?	O
”	O

The	B-PER
girl	I-PER
flushed	O
.	O

“	O
I	O
guess	O
you	O
’ve	O
no	O
right	O
to	O
ask	O
such	O
a	O
thing	O
!	O

Of	O
course	O
I	O
am	O
!	O
”	O

“	O
Do	O
n’t	O
be	O
offended	O
.	O

You	O
would	O
n’t	O
be	O
if	O
you	O
knew	O
how	O
much	O
there	O
was	O
at	O
stake	O
.	O

But	O
I	O
’ve	O
got	O
to	O
trust	O
some	O
one	O
--	O
and	O
it	O
must	O
be	O
a	B-PER
woman	I-PER
.	O
”	O

“	O
Why	O
?	O
”	O

“	O
Because	O
of	O
‘	O
women	B-PER
and	O
children	B-PER
first	O
.	O

’”	O
He	O
looked	O
round	O
and	O
lowered	O
his	O
voice	O
.	O

“	O
I	O
’m	O
carrying	O
papers	O
--	O
vitally	O
important	O
papers	O
.	O

They	O
may	O
make	O
all	O
the	O
difference	O
to	O
the	O
Allies	O
in	O
the	O
war	O
.	O

You	O
understand	O
?	O

These	O
papers	O
have	O
_	O
got	O
_	O
to	O
be	O
saved	O
!	O

They	O
’ve	O
more	O
chance	O
with	O
you	O
than	O
with	O
me	O
.	O

Will	O
you	O
take	O
them	O
?	O
”	O

The	B-PER
girl	I-PER
held	O
out	O
her	O
hand	O
.	O

“	O
Wait	O
--	O
I	O
must	O
warn	O
you	O
.	O

There	O
may	O
be	O
a	O
risk	O
--	O
if	O
I	O
’ve	O
been	O
followed	O
.	O

I	O
do	O
n’t	O
think	O
I	O
have	O
,	O
but	O
one	O
never	O
knows	O
.	O

If	O
so	O
,	O
there	O
will	O
be	O
danger	O
.	O

Have	O
you	O
the	O
nerve	O
to	O
go	O
through	O
with	O
it	O
?	O
”	O

The	B-PER
girl	I-PER
smiled	O
.	O

“	O
I	O
’ll	O
go	O
through	O
with	O
it	O
all	O
right	O
.	O

And	O
I	O
’m	O
real	O
proud	O
to	O
be	O
chosen	O
!	O

What	O
am	O
I	O
to	O
do	O
with	O
them	O
afterwards	O
?	O
”	O

“	O
Watch	O
the	O
newspapers	O
!	O

I	O
’ll	O
advertise	O
in	O
the	O
personal	O
column	O
of	O
the	O
_	O
Times	O
_	O
,	O
beginning	O
‘	O
Shipmate	B-PER
.	O
’	O

At	O
the	O
end	O
of	O
three	O
days	O
if	O
there	O
’s	O
nothing	O
--	O
well	O
,	O
you	O
’ll	O
know	O
I	O
’m	O
down	O
and	O
out	O
.	O

Then	O
take	O
the	O
packet	O
to	O
the	B-FAC
American	I-FAC
Embassy	I-FAC
,	O
and	O
deliver	O
it	O
into	O
the	B-PER
Ambassador	I-PER
’s	O
own	O
hands	O
.	O

Is	O
that	O
clear	O
?	O
”	O

“	O
Quite	O
clear	O
.	O
”	O

“	O
Then	O
be	O
ready	O
--	O
I	O
’m	O
going	O
to	O
say	O
good-bye	O
.	O
”	O

He	O
took	O
her	O
hand	O
in	O
his	O
.	O

“	O
Good-bye	O
.	O

Good	O
luck	O
to	O
you	O
,	O
”	O
he	O
said	O
in	O
a	O
louder	O
tone	O
.	O

Her	O
hand	O
closed	O
on	O
the	O
oilskin	O
packet	O
that	O
had	O
lain	O
in	O
his	O
palm	O
.	O

The	B-VEH
_	I-VEH
Lusitania	I-VEH
_	I-VEH
settled	O
with	O
a	O
more	O
decided	O
list	O
to	O
starboard	O
.	O

In	O
answer	O
to	O
a	O
quick	O
command	O
,	O
the	B-PER
girl	I-PER
went	O
forward	O
to	O
take	O
her	O
place	O
in	O
the	B-VEH
boat	I-VEH
.	O

CHAPTER	O
I	O
.	O

THE	B-PER
YOUNG	I-PER
ADVENTURERS	I-PER
,	O
LTD	O
.	O

“	O
TOMMY	B-PER
,	O
old	B-PER
thing	I-PER
!	O
”	O

“	O
Tuppence	B-PER
,	O
old	B-PER
bean	I-PER
!	O
”	O

The	B-PER
two	I-PER
young	I-PER
people	I-PER
greeted	O
each	O
other	O
affectionately	O
,	O
and	O
momentarily	O
blocked	O
the	B-FAC
Dover	I-FAC
Street	I-FAC
Tube	I-FAC
exit	O
in	O
doing	O
so	O
.	O

The	O
adjective	O
“	O
old	O
”	O
was	O
misleading	O
.	O

Their	O
united	O
ages	O
would	O
certainly	O
not	O
have	O
totalled	O
forty-five	O
.	O

“	O
Not	O
seen	O
you	O
for	O
simply	O
centuries	O
,	O
”	O
continued	O
the	B-PER
young	I-PER
man	I-PER
.	O

“	O
Where	O
are	O
you	O
off	O
to	O
?	O

Come	O
and	O
chew	O
a	O
bun	O
with	O
me	O
.	O

We	O
’re	O
getting	O
a	O
bit	O
unpopular	O
here	O
--	O
blocking	O
the	B-FAC
gangway	I-FAC
as	O
it	O
were	O
.	O

Let	O
’s	O
get	O
out	O
of	O
it	O
.	O
”	O

The	B-PER
girl	I-PER
assenting	O
,	O
they	O
started	O
walking	O
down	O
Dover	B-FAC
Street	I-FAC
towards	O
Piccadilly	B-FAC
.	O

“	O
Now	O
then	O
,	O
”	O
said	O
Tommy	B-PER
,	O
“	O
where	O
shall	O
we	O
go	O
?	O
”	O

The	O
very	O
faint	O
anxiety	O
which	O
underlay	O
his	O
tone	O
did	O
not	O
escape	O
the	O
astute	O
ears	O
of	O
Miss	B-PER
Prudence	I-PER
Cowley	I-PER
,	O
known	O
to	O
her	B-PER
intimate	I-PER
friends	I-PER
for	O
some	O
mysterious	O
reason	O
as	O
“	O
Tuppence	B-PER
.	O
”	O

She	O
pounced	O
at	O
once	O
.	O

“	O
Tommy	B-PER
,	O
you	O
’re	O
stony	O
!	O
”	O

“	O
Not	O
a	O
bit	O
of	O
it	O
,	O
”	O
declared	O
Tommy	B-PER
unconvincingly	O
.	O

“	O
Rolling	O
in	O
cash	O
.	O
”	O

“	O
You	O
always	O
were	O
a	B-PER
shocking	I-PER
liar	I-PER
,	O
”	O
said	O
Tuppence	B-PER
severely	O
,	O
“	O
though	O
you	O
did	O
once	O
persuade	O
Sister	B-PER
Greenbank	I-PER
that	O
the	B-PER
doctor	I-PER
had	O
ordered	O
you	O
beer	O
as	O
a	O
tonic	O
,	O
but	O
forgotten	O
to	O
write	O
it	O
on	O
the	O
chart	O
.	O

Do	O
you	O
remember	O
?	O
”	O

Tommy	B-PER
chuckled	O
.	O

“	O
I	O
should	O
think	O
I	O
did	O
!	O

Was	O
n’t	O
the	B-PER
old	I-PER
cat	I-PER
in	O
a	O
rage	O
when	O
she	O
found	O
out	O
?	O

Not	O
that	O
she	O
was	O
a	O
bad	O
sort	O
really	O
,	O
old	B-PER
Mother	I-PER
Greenbank	I-PER
!	O

Good	B-FAC
old	I-FAC
hospital	I-FAC
--	O
demobbed	O
like	O
everything	O
else	O
,	O
I	O
suppose	O
?	O
”	O

Tuppence	B-PER
sighed	O
.	O

“	O
Yes	O
.	O

You	O
too	O
?	O
”	O

Tommy	B-PER
nodded	O
.	O

“	O
Two	O
months	O
ago	O
.	O
”	O

“	O
Gratuity	O
?	O
”	O
hinted	O
Tuppence	B-PER
.	O

“	O
Spent	O
.	O
”	O

“	O
Oh	O
,	O
Tommy	B-PER
!	O
”	O

“	O
No	O
,	O
old	O
thing	O
,	O
not	O
in	O
riotous	O
dissipation	O
.	O

No	O
such	O
luck	O
!	O

The	O
cost	O
of	O
living	O
--	O
ordinary	O
plain	O
,	O
or	O
garden	O
living	O
nowadays	O
is	O
,	O
I	O
assure	O
you	O
,	O
if	O
you	O
do	O
not	O
know	O
----	O
”	O
“	O
My	B-PER
dear	I-PER
child	I-PER
,	O
”	O
interrupted	O
Tuppence	B-PER
,	O
“	O
there	O
is	O
nothing	O
I	O
do	O
_	O
not	O
_	O
know	O
about	O
the	O
cost	O
of	O
living	O
.	O

Here	B-FAC
we	O
are	O
at	O
Lyons	B-FAC
’	I-FAC
,	O
and	O
we	O
will	O
each	O
of	O
us	O
pay	O
for	O
our	O
own	O
.	O

That	O
’s	O
it	O
!	O
”	O

And	O
Tuppence	B-PER
led	O
the	O
way	O
upstairs	B-FAC
.	O

The	B-FAC
place	I-FAC
was	O
full	O
,	O
and	O
they	O
wandered	O
about	O
looking	O
for	O
a	O
table	O
,	O
catching	O
odds	O
and	O
ends	O
of	O
conversation	O
as	O
they	O
did	O
so	O
.	O

“	O
And	O
--	O
do	O
you	O
know	O
,	O
she	O
sat	O
down	O
and	O
_	O
cried	O
_	O
when	O
I	O
told	O
her	O
she	O
could	O
n’t	O
have	O
the	B-FAC
flat	I-FAC
after	O
all	O
.	O
”	O

“	O
It	O
was	O
simply	O
a	O
_	O
bargain	O
_	O
,	O
my	B-PER
dear	I-PER
!	O

Just	O
like	O
the	O
one	O
Mabel	B-PER
Lewis	I-PER
brought	O
from	O
Paris	B-GPE
----	O
”	O
“	O
Funny	O
scraps	O
one	O
does	O
overhear	O
,	O
”	O
murmured	O
Tommy	B-PER
.	O

“	O
I	O
passed	O
two	B-PER
Johnnies	I-PER
in	O
the	B-FAC
street	I-FAC
to-day	O
talking	O
about	O
some	B-PER
one	I-PER
called	O
Jane	B-PER
Finn	I-PER
.	O

Did	O
you	O
ever	O
hear	O
such	O
a	O
name	O
?	O
”	O

But	O
at	O
that	O
moment	O
two	B-PER
elderly	I-PER
ladies	I-PER
rose	O
and	O
collected	O
parcels	O
,	O
and	O
Tuppence	B-PER
deftly	O
ensconced	O
herself	O
in	O
one	O
of	O
the	O
vacant	O
seats	O
.	O

Tommy	B-PER
ordered	O
tea	O
and	O
buns	O
.	O

Tuppence	B-PER
ordered	O
tea	O
and	O
buttered	O
toast	O
.	O

“	O
And	O
mind	O
the	O
tea	O
comes	O
in	O
separate	O
teapots	O
,	O
”	O
she	O
added	O
severely	O
.	O

Tommy	B-PER
sat	O
down	O
opposite	O
her	O
.	O

His	O
bared	O
head	O
revealed	O
a	O
shock	O
of	O
exquisitely	O
slicked-back	O
red	O
hair	O
.	O

His	O
face	O
was	O
pleasantly	O
ugly	O
--	O
nondescript	O
,	O
yet	O
unmistakably	O
the	O
face	O
of	O
a	B-PER
gentleman	I-PER
and	O
a	B-PER
sportsman	I-PER
.	O

His	O
brown	O
suit	O
was	O
well	O
cut	O
,	O
but	O
perilously	O
near	O
the	O
end	O
of	O
its	O
tether	O
.	O

They	O
were	O
an	B-PER
essentially	I-PER
modern-looking	I-PER
couple	I-PER
as	O
they	O
sat	O
there	O
.	O

Tuppence	B-PER
had	O
no	O
claim	O
to	O
beauty	O
,	O
but	O
there	O
was	O
character	O
and	O
charm	O
in	O
the	O
