I	O
The	B-VEH
Nellie	I-VEH
,	O
a	B-VEH
cruising	I-VEH
yawl	I-VEH
,	O
swung	O
to	O
her	O
anchor	O
without	O
a	O
flutter	O
of	O
the	O
sails	O
,	O
and	O
was	O
at	O
rest	O
.	O

The	O
flood	O
had	O
made	O
,	O
the	O
wind	O
was	O
nearly	O
calm	O
,	O
and	O
being	O
bound	O
down	O
the	B-LOC
river	I-LOC
,	O
the	O
only	O
thing	O
for	O
it	O
was	O
to	O
come	O
to	O
and	O
wait	O
for	O
the	O
turn	O
of	O
the	O
tide	O
.	O

The	O
sea-reach	O
of	O
the	B-LOC
Thames	I-LOC
stretched	O
before	O
us	O
like	O
the	O
beginning	O
of	O
an	B-LOC
interminable	I-LOC
waterway	I-LOC
.	O

In	O
the	O
offing	O
the	B-LOC
sea	I-LOC
and	O
the	O
sky	O
were	O
welded	O
together	O
without	O
a	O
joint	O
,	O
and	O
in	O
the	O
luminous	O
space	O
the	O
tanned	O
sails	O
of	O
the	B-VEH
barges	I-VEH
drifting	O
up	O
with	O
the	O
tide	O
seemed	O
to	O
stand	O
still	O
in	O
red	O
clusters	O
of	O
canvas	O
sharply	O
peaked	O
,	O
with	O
gleams	O
of	O
varnished	O
sprits	O
.	O

A	O
haze	O
rested	O
on	O
the	O
low	O
shores	O
that	O
ran	O
out	O
to	O
sea	B-LOC
in	O
vanishing	O
flatness	O
.	O

The	O
air	O
was	O
dark	O
above	O
Gravesend	B-GPE
,	O
and	O
farther	O
back	O
still	O
seemed	O
condensed	O
into	O
a	O
mournful	O
gloom	O
,	O
brooding	O
motionless	O
over	O
the	B-GPE
biggest	I-GPE
,	I-GPE
and	I-GPE
the	I-GPE
greatest	I-GPE
,	I-GPE
town	I-GPE
on	I-GPE
earth	I-GPE
.	O

The	B-PER
Director	I-PER
of	I-PER
Companies	I-PER
was	O
our	B-PER
captain	I-PER
and	O
our	B-PER
host	I-PER
.	O

We	B-PER
four	I-PER
affectionately	O
watched	O
his	B-PER
back	I-PER
as	O
he	O
stood	O
in	O
the	O
bows	O
looking	O
to	O
seaward	O
.	O

On	O
the	B-LOC
whole	I-LOC
river	I-LOC
there	O
was	O
nothing	O
that	O
looked	O
half	O
so	O
nautical	O
.	O

He	O
resembled	O
a	B-PER
pilot	I-PER
,	O
which	O
to	O
a	B-PER
seaman	I-PER
is	O
trustworthiness	O
personified	O
.	O

It	O
was	O
difficult	O
to	O
realize	O
his	O
work	O
was	O
not	O
out	O
there	B-LOC
in	O
the	B-LOC
luminous	I-LOC
estuary	I-LOC
,	O
but	O
behind	O
him	O
,	O
within	O
the	O
brooding	O
gloom	O
.	O

Between	O
us	O
there	O
was	O
,	O
as	O
I	O
have	O
already	O
said	O
somewhere	O
,	O
the	O
bond	O
of	O
the	B-LOC
sea	I-LOC
.	O

Besides	O
holding	O
our	B-PER
hearts	I-PER
together	O
through	O
long	O
periods	O
of	O
separation	O
,	O
it	O
had	O
the	O
effect	O
of	O
making	O
us	O
tolerant	O
of	O
each	O
other	O
's	O
yarns	O
--	O
and	O
even	O
convictions	O
.	O

The	B-PER
Lawyer	I-PER
--	O
the	B-PER
best	I-PER
of	I-PER
old	I-PER
fellows	I-PER
--	O
had	O
,	O
because	O
of	O
his	O
many	O
years	O
and	O
many	O
virtues	O
,	O
the	O
only	O
cushion	O
on	O
deck	B-FAC
,	O
and	O
was	O
lying	O
on	O
the	O
only	O
rug	O
.	O

The	B-PER
Accountant	I-PER
had	O
brought	O
out	O
already	O
a	O
box	O
of	O
dominoes	O
,	O
and	O
was	O
toying	O
architecturally	O
with	O
the	O
bones	O
.	O

Marlow	B-PER
sat	O
cross-legged	O
right	O
aft	O
,	O
leaning	O
against	O
the	O
mizzen-mast	O
.	O

He	O
had	O
sunken	O
cheeks	O
,	O
a	O
yellow	O
complexion	O
,	O
a	O
straight	O
back	O
,	O
an	O
ascetic	O
aspect	O
,	O
and	O
,	O
with	O
his	O
arms	O
dropped	O
,	O
the	O
palms	O
of	O
hands	O
outwards	O
,	O
resembled	O
an	B-PER
idol	I-PER
.	O

The	B-PER
director	I-PER
,	O
satisfied	O
the	O
anchor	O
had	O
good	O
hold	O
,	O
made	O
his	O
way	O
aft	O
and	O
sat	O
down	O
amongst	O
us	O
.	O

We	O
exchanged	O
a	O
few	O
words	O
lazily	O
.	O

Afterwards	O
there	O
was	O
silence	O
on	O
board	O
the	B-VEH
yacht	I-VEH
.	O

For	O
some	O
reason	O
or	O
other	O
we	O
did	O
not	O
begin	O
that	O
game	O
of	O
dominoes	O
.	O

We	O
felt	O
meditative	O
,	O
and	O
fit	O
for	O
nothing	O
but	O
placid	O
staring	O
.	O

The	O
day	O
was	O
ending	O
in	O
a	O
serenity	O
of	O
still	O
and	O
exquisite	O
brilliance	O
.	O

The	O
water	B-LOC
shone	O
pacifically	O
;	O
the	O
sky	O
,	O
without	O
a	O
speck	O
,	O
was	O
a	O
benign	O
immensity	O
of	O
unstained	O
light	O
;	O
the	O
very	O
mist	O
on	O
the	B-LOC
Essex	I-LOC
marsh	I-LOC
was	O
like	O
a	O
gauzy	O
and	O
radiant	O
fabric	O
,	O
hung	O
from	O
the	B-LOC
wooded	I-LOC
rises	I-LOC
inland	I-LOC
,	O
and	O
draping	O
the	B-LOC
low	I-LOC
shores	I-LOC
in	O
diaphanous	O
folds	O
.	O

Only	O
the	O
gloom	O
to	O
the	O
west	O
,	O
brooding	O
over	O
the	B-LOC
upper	I-LOC
reaches	I-LOC
,	O
became	O
more	O
sombre	O
every	O
minute	O
,	O
as	O
if	O
angered	O
by	O
the	O
approach	O
of	O
the	O
sun	O
.	O

And	O
at	O
last	O
,	O
in	O
its	O
curved	O
and	O
imperceptible	O
fall	O
,	O
the	O
sun	O
sank	O
low	O
,	O
and	O
from	O
glowing	O
white	O
changed	O
to	O
a	O
dull	O
red	O
without	O
rays	O
and	O
without	O
heat	O
,	O
as	O
if	O
about	O
to	O
go	O
out	O
suddenly	O
,	O
stricken	O
to	O
death	O
by	O
the	O
touch	O
of	O
that	O
gloom	O
brooding	O
over	O
a	B-PER
crowd	I-PER
of	I-PER
men	I-PER
.	O

Forthwith	O
a	O
change	O
came	O
over	O
the	B-LOC
waters	I-LOC
